filename,id,width,height,class_name,presence,x_min,y_min,x_max,y_max
2018_0712_073428_045.JPG,18,4032,3024,c_hard_coral_encrusting,1,1985,1855,2507,2091
2018_0712_073428_045.JPG,19,4032,3024,c_hard_coral_encrusting,1,2316,1646,2445,1802
2018_0712_073428_045.JPG,20,4032,3024,c_hard_coral_encrusting,1,2308,1500,2603,1821
2018_0712_074337_228.JPG,0,4032,3024,c_soft_coral,1,377,30,2073,1720
2018_0712_074337_228.JPG,1,4032,3024,c_sponge,1,1062,135,1345,666
2018_0712_074337_228.JPG,2,4032,3024,c_hard_coral_boulder,1,945,242,1088,456
2018_0712_074337_228.JPG,3,4032,3024,c_soft_coral,1,993,23,1239,113
2018_0712_074337_228.JPG,4,4032,3024,c_soft_coral,1,1294,16,2189,759
2018_0712_074337_228.JPG,5,4032,3024,c_sponge,1,1649,257,1972,613
2018_0712_074337_228.JPG,6,4032,3024,c_sponge,1,1812,714,1876,840
2018_0712_074337_228.JPG,7,4032,3024,c_sponge,1,1433,1002,1771,1239
2018_0712_074337_228.JPG,8,4032,3024,c_sponge,1,1422,892,1581,978
2018_0712_074337_228.JPG,9,4032,3024,c_sponge,1,2366,870,2483,983
2018_0712_074337_228.JPG,10,4032,3024,c_sponge,1,2311,1456,2457,1630
2018_0712_074337_228.JPG,11,4032,3024,c_sponge,1,893,910,1131,1027
2018_0712_074337_228.JPG,12,4032,3024,c_soft_coral,1,778,907,985,1027
2018_0712_074337_228.JPG,13,4032,3024,c_soft_coral,1,972,481,1275,777
2018_0712_074337_228.JPG,14,4032,3024,c_soft_coral,1,17,176,419,599
2018_0712_074337_228.JPG,15,4032,3024,c_sponge,1,32,640,388,1020
2018_0712_074337_228.JPG,16,4032,3024,c_sponge,1,344,1114,478,1255
2018_0712_074337_228.JPG,17,4032,3024,c_sponge,1,218,1151,335,1280
2018_0712_074337_228.JPG,18,4032,3024,c_sponge,1,412,1187,635,1496
2018_0712_074337_228.JPG,19,4032,3024,c_soft_coral,1,451,1817,644,2102
2018_0712_074337_228.JPG,20,4032,3024,c_soft_coral,1,731,1832,952,2047
2018_0712_074337_228.JPG,21,4032,3024,c_soft_coral,1,650,2049,1052,2425
2018_0712_074337_228.JPG,22,4032,3024,c_hard_coral_submassive,1,87,2348,553,2941
2018_0712_074337_228.JPG,23,4032,3024,c_soft_coral,1,634,2150,1659,2788
2018_0712_074337_228.JPG,24,4032,3024,c_soft_coral,1,1539,1799,1867,2082
2018_0712_074337_228.JPG,25,4032,3024,c_soft_coral,1,1808,1800,1998,2063
2018_0712_074337_228.JPG,26,4032,3024,c_soft_coral,1,1794,2021,2312,2711
2018_0712_074337_228.JPG,27,4032,3024,c_soft_coral,1,846,2641,2680,3004
2018_0712_074337_228.JPG,28,4032,3024,c_sponge,1,2554,2690,2810,2931
2018_0712_074337_228.JPG,29,4032,3024,c_sponge,1,2935,2785,3185,2995
2018_0712_074337_228.JPG,30,4032,3024,c_sponge,1,3191,2555,3949,3001
2018_0712_074337_228.JPG,31,4032,3024,c_sponge,1,3434,2147,3658,2579
2018_0712_074337_228.JPG,32,4032,3024,c_soft_coral,1,2872,1874,3334,2455
2018_0712_074337_228.JPG,33,4032,3024,c_soft_coral,1,2644,1489,3190,1969
2018_0712_074337_228.JPG,34,4032,3024,c_soft_coral,1,3281,1301,3805,1735
2018_0712_074337_228.JPG,35,4032,3024,c_soft_coral,1,3442,539,3940,1071
2018_0712_074337_228.JPG,36,4032,3024,c_sponge,1,3276,907,4006,1373
2018_0712_074337_228.JPG,37,4032,3024,c_hard_coral_foliose,1,3288,628,3527,984
2018_0712_074337_228.JPG,38,4032,3024,c_soft_coral,1,2102,381,2435,986
2018_0712_074337_228.JPG,39,4032,3024,c_soft_coral,1,2129,1009,2283,1440
2018_0712_074337_228.JPG,40,4032,3024,c_soft_coral,1,1702,1376,1822,1521
2018_0712_074337_228.JPG,41,4032,3024,c_soft_coral,1,1241,1863,1420,2036
2018_0712_074337_228.JPG,42,4032,3024,c_soft_coral,1,1309,1628,1599,1771
2018_0712_074337_228.JPG,43,4032,3024,c_hard_coral_branching,1,580,1709,772,1944
2018_0712_074337_228.JPG,44,4032,3024,c_fire_coral_millepora,1,20,1301,320,1931
2018_0712_074337_228.JPG,45,4032,3024,c_sponge,1,2761,1963,2874,2175
2018_0712_074337_228.JPG,46,4032,3024,c_sponge,1,2367,1769,2420,1827
2018_0712_074337_228.JPG,47,4032,3024,c_sponge,1,2011,1953,2096,2004
2018_0712_074337_228.JPG,48,4032,3024,c_sponge,1,3218,1228,3282,1332
2018_0712_074337_228.JPG,49,4032,3024,c_sponge,1,2976,1257,3035,1359
2018_0712_074337_228.JPG,50,4032,3024,c_sponge,1,3007,1409,3054,1490
2018_0712_074337_228.JPG,51,4032,3024,c_sponge,1,3072,1490,3144,1554
2018_0712_074337_228.JPG,52,4032,3024,c_sponge,1,2955,979,3056,1074
2018_0712_074337_228.JPG,53,4032,3024,c_sponge,1,2619,1002,2729,1085
2018_0712_074337_228.JPG,54,4032,3024,c_sponge,1,3448,308,3642,454
2018_0712_074337_228.JPG,55,4032,3024,c_sponge,1,3744,516,3872,640
2018_0712_074337_228.JPG,56,4032,3024,c_sponge,1,3179,803,3301,1061
2018_0712_074337_228.JPG,57,4032,3024,c_hard_coral_encrusting,1,2234,1074,2556,1299
2018_0712_074337_228.JPG,58,4032,3024,c_soft_coral,1,2412,980,2611,1201
2018_0712_074337_228.JPG,59,4032,3024,c_soft_coral,1,3122,311,3434,656
2018_0712_074337_228.JPG,60,4032,3024,c_soft_coral,1,2384,21,3471,748
2018_0712_074301_216.JPG,0,4032,3024,c_soft_coral,1,2198,707,3569,2719
2018_0712_074301_216.JPG,1,4032,3024,c_sponge,1,1968,1242,2378,1702
2018_0712_074301_216.JPG,2,4032,3024,c_hard_coral_submassive,1,926,625,1548,1156
2018_0712_074301_216.JPG,3,4032,3024,c_hard_coral_submassive,1,136,1348,637,1876
2018_0712_074301_216.JPG,4,4032,3024,c_hard_coral_submassive,1,1242,1456,2276,2735
2018_0712_074301_216.JPG,5,4032,3024,c_soft_coral,1,1177,2119,1342,2323
2018_0712_074301_216.JPG,6,4032,3024,c_soft_coral,1,1967,2455,2123,2617
2018_0712_074301_216.JPG,7,4032,3024,c_hard_coral_branching,1,2329,2822,2506,2996
2018_0712_074301_216.JPG,8,4032,3024,c_soft_coral,1,18,940,363,1464
2018_0712_074301_216.JPG,9,4032,3024,c_soft_coral,1,263,819,707,1228
2018_0712_074301_216.JPG,10,4032,3024,c_soft_coral,1,1405,510,1765,890
2018_0712_074301_216.JPG,11,4032,3024,c_soft_coral,1,1813,682,2228,1027
2018_0712_074301_216.JPG,12,4032,3024,c_soft_coral,1,2555,31,3393,646
2018_0712_074301_216.JPG,13,4032,3024,c_soft_coral,1,2285,290,2462,427
2018_0712_074301_216.JPG,14,4032,3024,c_soft_coral,1,1890,370,2148,542
2018_0712_074301_216.JPG,15,4032,3024,c_soft_coral,1,1085,385,1328,568
2018_0712_074301_216.JPG,16,4032,3024,c_soft_coral,1,21,324,726,925
2018_0712_074301_216.JPG,17,4032,3024,c_hard_coral_boulder,1,3349,16,3946,750
2018_0712_074301_216.JPG,18,4032,3024,c_algae_macro_or_leaves,1,620,1533,1217,2011
2018_0712_074301_216.JPG,19,4032,3024,c_sponge,1,705,1490,826,1588
2018_0712_074301_216.JPG,20,4032,3024,c_sponge,1,974,1092,1043,1164
2018_0712_074301_216.JPG,21,4032,3024,c_sponge,1,362,2724,418,2789
2018_0712_074301_216.JPG,22,4032,3024,c_hard_coral_submassive,1,242,2490,398,2631
2018_0712_074301_216.JPG,23,4032,3024,c_soft_coral,1,2329,515,2416,627
2018_0712_074301_216.JPG,24,4032,3024,c_soft_coral,1,2437,726,2583,832
2018_0712_074301_216.JPG,25,4032,3024,c_hard_coral_encrusting,1,1543,1102,1759,1298
2018_0712_074301_216.JPG,26,4032,3024,c_hard_coral_encrusting,1,1765,1048,1867,1250
2018_0712_074301_216.JPG,27,4032,3024,c_sponge,1,1638,1437,1738,1522
2018_0712_074301_216.JPG,28,4032,3024,c_sponge,1,1881,1197,1957,1275
2018_0712_073801_116.JPG,0,4032,3024,c_soft_coral,1,2776,2164,3137,2510
2018_0712_073735_119.JPG,0,4032,3024,c_soft_coral,1,3319,2422,3779,2805
2018_0712_073735_119.JPG,1,4032,3024,c_soft_coral,1,2899,1385,3880,2145
2018_0712_073735_119.JPG,2,4032,3024,c_soft_coral,1,1896,2701,2087,2884
2018_0712_073735_119.JPG,3,4032,3024,c_soft_coral,1,215,2224,837,2896
2018_0712_073735_119.JPG,4,4032,3024,c_soft_coral,1,430,1820,799,2174
2018_0712_073735_119.JPG,5,4032,3024,c_soft_coral,1,837,1528,1612,1959
2018_0712_073735_119.JPG,6,4032,3024,c_soft_coral,1,67,1168,949,1713
2018_0712_073735_119.JPG,7,4032,3024,c_soft_coral,1,1719,1823,2273,2150
2018_0712_073735_119.JPG,8,4032,3024,c_sponge,1,1754,1668,1971,1879
2018_0712_073735_119.JPG,9,4032,3024,c_sponge,1,1595,1640,1747,1845
2018_0712_073735_119.JPG,10,4032,3024,c_sponge,1,1457,1194,1701,1428
2018_0712_073735_119.JPG,11,4032,3024,c_soft_coral,1,2053,1057,2557,1482
2018_0712_073735_119.JPG,12,4032,3024,c_soft_coral,1,1790,863,1952,975
2018_0712_073735_119.JPG,13,4032,3024,c_soft_coral,1,2884,394,3087,536
2018_0712_073735_119.JPG,14,4032,3024,c_soft_coral,1,2736,385,2875,587
2018_0712_073735_119.JPG,15,4032,3024,c_soft_coral,1,3227,332,3359,447
2018_0712_073735_119.JPG,16,4032,3024,c_soft_coral,1,3317,483,3435,594
2018_0712_073735_119.JPG,17,4032,3024,c_soft_coral,1,3175,550,3305,782
2018_0712_073735_119.JPG,18,4032,3024,c_soft_coral,1,2930,624,3243,861
2018_0712_073735_119.JPG,19,4032,3024,c_soft_coral,1,3344,787,3464,891
2018_0712_073735_119.JPG,20,4032,3024,c_hard_coral_table,1,2949,983,3232,1243
2018_0712_073735_119.JPG,21,4032,3024,c_hard_coral_branching,1,1196,2135,1417,2404
2018_0712_073735_119.JPG,22,4032,3024,c_soft_coral,1,27,577,346,959
2018_0712_073735_119.JPG,23,4032,3024,c_hard_coral_encrusting,1,2438,1400,2849,1762
2018_0712_073328_036.JPG,0,4032,3024,c_sponge_barrel,1,3242,1393,3724,1959
2018_0712_073328_036.JPG,1,4032,3024,c_soft_coral,1,2005,2708,2447,2991
2018_0712_073328_036.JPG,2,4032,3024,c_soft_coral,1,392,1285,781,1424
2018_0712_073328_036.JPG,3,4032,3024,c_soft_coral,1,216,513,629,823
2018_0712_073328_036.JPG,4,4032,3024,c_soft_coral,1,1263,461,1814,1127
2018_0712_073328_036.JPG,5,4032,3024,c_sponge,1,2519,343,2672,417
2018_0712_073328_036.JPG,6,4032,3024,c_sponge,1,2746,435,2875,541
2018_0712_073328_036.JPG,7,4032,3024,c_sponge,1,2327,217,2513,323
2018_0712_073328_036.JPG,8,4032,3024,c_soft_coral,1,1684,2501,1989,2740
2018_0712_073328_036.JPG,9,4032,3024,c_soft_coral,1,497,294,1078,665
2018_0712_073328_036.JPG,10,4032,3024,c_soft_coral,1,2245,1444,2484,1633
2018_0712_073558_086.JPG,0,4032,3024,c_hard_coral_mushroom,1,219,1338,592,1666
2018_0712_073558_086.JPG,1,4032,3024,c_soft_coral,1,1243,1318,2221,2120
2018_0712_073558_086.JPG,2,4032,3024,c_soft_coral,1,3476,356,4014,974
2018_0712_073558_086.JPG,3,4032,3024,c_soft_coral,1,3428,38,3635,439
2018_0712_073558_086.JPG,4,4032,3024,c_soft_coral,1,3212,637,3670,968
2018_0712_073558_086.JPG,5,4032,3024,c_soft_coral,1,3495,1491,3960,1876
2018_0712_073558_086.JPG,6,4032,3024,c_hard_coral_boulder,1,2922,1010,3244,1223
2018_0712_073558_086.JPG,7,4032,3024,c_soft_coral,1,737,2394,1706,2986
2018_0712_073558_086.JPG,8,4032,3024,c_soft_coral,1,1123,925,1588,1243
2018_0712_073558_086.JPG,9,4032,3024,c_soft_coral,1,389,933,607,1144
2018_0712_073558_086.JPG,10,4032,3024,c_soft_coral,1,113,957,1323,2837
2018_0712_073558_086.JPG,11,4032,3024,c_soft_coral,1,34,1261,262,1756
2018_0712_073558_086.JPG,12,4032,3024,c_soft_coral,1,1053,341,1730,1026
2018_0712_073558_086.JPG,13,4032,3024,c_hard_coral_encrusting,1,1878,1068,2290,1444
2018_0712_073558_086.JPG,14,4032,3024,c_soft_coral,1,1689,990,1882,1163
2018_0712_073558_086.JPG,15,4032,3024,c_soft_coral_gorgonian,1,1461,19,3080,1287
2018_0712_073558_086.JPG,16,4032,3024,c_soft_coral,1,1692,590,1872,786
2018_0712_073558_086.JPG,17,4032,3024,c_hard_coral_boulder,1,3193,2003,3467,2185
2018_0712_073558_086.JPG,18,4032,3024,c_soft_coral,1,2849,1418,3009,1663
2018_0712_073558_086.JPG,19,4032,3024,c_soft_coral,1,2481,908,3213,1170
2018_0712_074125_195.JPG,0,4032,3024,c_hard_coral_branching,1,46,477,3083,2975
2018_0712_074125_195.JPG,1,4032,3024,c_hard_coral_branching,1,2631,2267,3347,2984
2018_0712_074125_195.JPG,2,4032,3024,c_soft_coral,1,559,960,1969,2627
2018_0712_074125_195.JPG,3,4032,3024,c_soft_coral,1,41,2451,162,2822
2018_0712_074125_195.JPG,4,4032,3024,c_soft_coral,1,233,2661,651,2904
2018_0712_074125_195.JPG,5,4032,3024,c_soft_coral,1,1173,2811,1294,2942
2018_0712_074125_195.JPG,6,4032,3024,c_soft_coral,1,3519,1156,3997,1888
2018_0712_074125_195.JPG,7,4032,3024,c_soft_coral,1,3135,300,3792,992
2018_0712_074125_195.JPG,8,4032,3024,c_hard_coral_branching,1,3707,705,4001,1273
2018_0712_074125_195.JPG,9,4032,3024,c_soft_coral,1,1943,16,2626,246
2018_0712_074125_195.JPG,10,4032,3024,c_hard_coral_table,1,3388,2101,3670,2367
2018_0712_073752_113.JPG,0,4032,3024,c_hard_coral_encrusting,1,1007,868,1194,1042
2018_0712_073752_113.JPG,1,4032,3024,c_hard_coral_boulder,1,1321,108,1733,483
2018_0712_073752_113.JPG,2,4032,3024,c_sponge,1,1670,36,1754,108
2018_0712_073752_113.JPG,3,4032,3024,c_sponge_barrel,1,2310,539,2527,725
2018_0712_073752_113.JPG,4,4032,3024,c_hard_coral_boulder,1,2500,354,2690,508
2018_0712_073752_113.JPG,5,4032,3024,c_sponge,1,3285,1415,3481,1617
2018_0712_073752_113.JPG,6,4032,3024,c_sponge,1,3119,2248,3212,2381
2018_0712_073752_113.JPG,7,4032,3024,c_sponge,1,3009,1680,3196,1906
2018_0712_073752_113.JPG,8,4032,3024,c_hard_coral_encrusting,1,2479,2627,3016,3009
2018_0712_073752_113.JPG,9,4032,3024,c_sponge,1,735,2691,1004,2919
2018_0712_073752_113.JPG,10,4032,3024,c_sponge,1,1067,2279,1232,2422
2018_0712_073752_113.JPG,11,4032,3024,c_sponge,1,1334,2250,1513,2392
2018_0712_073752_113.JPG,12,4032,3024,c_hard_coral_branching,1,932,1676,1111,1899
2018_0712_073752_113.JPG,13,4032,3024,c_hard_coral_encrusting,1,2036,1847,2164,2008
2018_0712_073752_113.JPG,14,4032,3024,c_sponge,1,1664,1735,1863,1988
2018_0712_073752_113.JPG,15,4032,3024,c_soft_coral,1,895,32,2359,978
2018_0712_073752_113.JPG,16,4032,3024,c_soft_coral,1,405,606,2076,2472
2018_0712_073752_113.JPG,17,4032,3024,c_soft_coral,1,47,1131,264,1953
2018_0712_073752_113.JPG,18,4032,3024,c_soft_coral,1,537,1831,882,2076
2018_0712_073752_113.JPG,19,4032,3024,c_soft_coral,1,219,2314,814,2783
2018_0712_073752_113.JPG,20,4032,3024,c_soft_coral,1,1059,2497,1268,2692
2018_0712_073752_113.JPG,21,4032,3024,c_soft_coral,1,2296,1963,3024,2600
2018_0712_073752_113.JPG,22,4032,3024,c_soft_coral,1,2965,1954,3699,2803
2018_0712_073752_113.JPG,23,4032,3024,c_soft_coral,1,3397,1640,3707,1905
2018_0712_073752_113.JPG,24,4032,3024,c_sponge,1,2145,922,2636,1302
2018_0712_073752_113.JPG,25,4032,3024,c_soft_coral,1,3403,422,3587,756
2018_0712_073752_113.JPG,26,4032,3024,c_hard_coral_encrusting,1,2154,1651,2515,2155
2018_0712_073752_113.JPG,27,4032,3024,c_sponge,1,1713,2669,2205,2984
2018_0712_073752_113.JPG,28,4032,3024,c_hard_coral_encrusting,1,938,661,1284,848
2018_0712_073752_113.JPG,29,4032,3024,c_sponge,1,1217,632,1425,817
2018_0712_073604_077.JPG,0,4032,3024,c_soft_coral_gorgonian,1,77,66,811,880
2018_0712_073604_077.JPG,1,4032,3024,c_soft_coral,1,773,522,1058,747
2018_0712_073604_077.JPG,2,4032,3024,c_soft_coral,1,1034,125,1203,316
2018_0712_073604_077.JPG,3,4032,3024,c_soft_coral,1,439,868,1113,1205
2018_0712_073604_077.JPG,4,4032,3024,c_hard_coral_boulder,1,121,1354,404,1648
2018_0712_073604_077.JPG,5,4032,3024,c_hard_coral_encrusting,1,3297,889,3690,1236
2018_0712_073604_077.JPG,6,4032,3024,c_hard_coral_encrusting,1,3328,491,3888,837
2018_0712_073604_077.JPG,7,4032,3024,c_hard_coral_boulder,1,3887,140,4014,606
2018_0712_073604_077.JPG,8,4032,3024,c_soft_coral,1,3701,55,3920,485
2018_0712_073604_077.JPG,9,4032,3024,c_soft_coral,1,2135,35,3041,623
2018_0712_073604_077.JPG,10,4032,3024,c_algae_macro_or_leaves,1,1110,636,1505,808
2018_0712_073604_077.JPG,11,4032,3024,c_soft_coral,1,970,1325,1531,1842
